date,time,datetime_str,open,high,low,close,volume,value,company_name,code,listing_date,datetime
,,20214200,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-02
,,20214300,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-03
,,20214400,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-04
,,20214500,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-05
,,20214600,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-06
,,20214700,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-07
,,20214800,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-08
,,20214900,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-04-09
,,20215100,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-01
,,20215200,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-02
,,20215300,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-03
,,20215400,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-04
,,20215500,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-05
,,20215600,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-06
,,20215700,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-07
,,20215800,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-08
,,20215900,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2021-05-09
,,20221100,0.0,0.0,0.0,0.0,0,0.0,교보13호기업인수목적,440790,2022-11-02,2022-01-01
,,20223800,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-03-08
,,20223900,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-03-09
,,20224100,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-01
,,20224200,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-02
,,20224300,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-03
,,20224400,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-04
,,20224500,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-05
,,20224600,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-06
,,20224700,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-07
,,20224800,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-08
,,20224900,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-04-09
,,20225100,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-01
,,20225200,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-02
,,20225300,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-03
,,20225400,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-04
,,20225500,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-05
,,20225600,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-06
,,20225700,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-07
,,20225800,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-08
,,20225900,2185.0,2185.0,2185.0,2185.0,0,2637595.0,교보14호기업인수목적,456490,2023-07-06,2022-05-09
,,20224300,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-03
,,20224400,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-04
,,20224500,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-05
,,20224600,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-06
,,20224700,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-07
,,20224800,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-08
,,20224900,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-04-09
,,20225100,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-01
,,20225200,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-02
,,20225300,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-03
,,20225400,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-04
,,20225500,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-05
,,20225600,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-06
,,20225700,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-07
,,20225800,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-08
,,20225900,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2022-05-09
,,20231100,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2023-01-01
,,20231200,2335.0,2335.0,2335.0,2335.0,0,0.0,교보15호기업인수목적,465320,2023-12-05,2023-01-02
,,20233900,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-03-09
,,20234100,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-01
,,20234200,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-02
,,20234300,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-03
,,20234400,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-04
,,20234500,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-05
,,20234600,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-06
,,20234700,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-07
,,20234800,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-08
,,20234900,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-04-09
,,20235100,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-01
,,20235200,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-02
,,20235300,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-03
,,20235400,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-04
,,20235500,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-05
,,20235600,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-06
,,20235700,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-07
,,20235800,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-08
,,20235900,2050.0,2050.0,2050.0,2050.0,0,3427575.0,교보16호기업인수목적,482520,2024-08-13,2023-05-09
,,20234200,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-02
,,20234300,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-03
,,20234400,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-04
,,20234500,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-05
,,20234600,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-06
,,20234700,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-07
,,20234800,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-08
,,20234900,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-04-09
,,20235100,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-01
,,20235200,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-02
,,20235300,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-03
,,20235400,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-04
,,20235500,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-05
,,20235600,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-06
,,20235700,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-07
,,20235800,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-08
,,20235900,2055.0,2055.0,2055.0,2055.0,0,467295.0,교보17호기업인수목적,489210,2024-11-21,2023-05-09
,,20241100,2055.0,2055.0,2055.0,2055.0,2,467295.0,교보17호기업인수목적,489210,2024-11-21,2024-01-01
,,20223400,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-03-04
,,20223500,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-03-05
,,20223600,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-03-06
,,20223700,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-03-07
,,20223800,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-03-08
,,20223900,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-03-09
,,20224100,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-01
,,20224200,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-02
,,20224300,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-03
,,20224400,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-04
,,20224500,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-05
,,20224600,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-06
,,20224700,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-07
,,20224800,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-08
,,20224900,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-04-09
,,20225100,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-01
,,20225200,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-02
,,20225300,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-03
,,20225400,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-04
,,20225500,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-05
,,20225600,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-06
,,20225700,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-07
,,20225800,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-08
,,20225900,11070.0,11070.0,11070.0,11070.0,0,388632950.0,금양그린파워,282720,2023-03-13,2022-05-09
,,20223600,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-03-06
,,20223700,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-03-07
,,20223800,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-03-08
,,20223900,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-03-09
,,20224100,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-01
,,20224200,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-02
,,20224300,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-03
,,20224400,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-04
,,20224500,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-05
,,20224600,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-06
,,20224700,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-07
,,20224800,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-08
,,20224900,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-04-09
,,20225100,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-01
