date,time,datetime_str,open,high,low,close,volume,value,company_name,code,listing_date,datetime
,,20225200,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-02
,,20225300,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-03
,,20225400,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-04
,,20225500,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-05
,,20225600,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-06
,,20225700,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-07
,,20225800,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-08
,,20225900,39350.0,39350.0,39350.0,39350.0,0,5242312800.0,기가비스,420770,2023-05-24,2022-05-09
,,20223300,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-03
,,20223400,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-04
,,20223500,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-05
,,20223600,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-06
,,20223700,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-07
,,20223800,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-08
,,20223900,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-03-09
,,20224100,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-01
,,20224200,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-02
,,20224300,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-03
,,20224400,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-04
,,20224500,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-05
,,20224600,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-06
,,20224700,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-07
,,20224800,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-08
,,20224900,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-04-09
,,20225100,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-01
,,20225200,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-02
,,20225300,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-03
,,20225400,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-04
,,20225500,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-05
,,20225600,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-06
,,20225700,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-07
,,20225800,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-08
,,20225900,5430.0,5430.0,5430.0,5430.0,0,329908635.0,꿈비,407400,2023-02-09,2022-05-09
,,20233900,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-03-09
,,20234100,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-01
,,20234200,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-02
,,20234300,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-03
,,20234400,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-04
,,20234500,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-05
,,20234600,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-06
,,20234700,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-07
,,20234800,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-08
,,20234900,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-04-09
,,20235100,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-01
,,20235200,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-02
,,20235300,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-03
,,20235400,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-04
,,20235500,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-05
,,20235600,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-06
,,20235700,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-07
,,20235800,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-08
,,20235900,68100.0,68100.0,68100.0,68100.0,0,4687904000.0,넥스트바이오메디컬,389650,2024-08-20,2023-05-09
,,20234200,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-02
,,20234300,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-03
,,20234400,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-04
,,20234500,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-05
,,20234600,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-06
,,20234700,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-07
,,20234800,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-08
,,20234900,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-04-09
,,20235100,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-01
,,20235200,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-02
,,20235300,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-03
,,20235400,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-04
,,20235500,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-05
,,20235600,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-06
,,20235700,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-07
,,20235800,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-08
,,20235900,30350.0,30350.0,30350.0,30350.0,0,4570589525.0,노머스,473980,2024-11-12,2023-05-09
,,20241100,30350.0,30350.0,30350.0,30350.0,1866,4570589525.0,노머스,473980,2024-11-12,2024-01-01
,,20233600,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-03-06
,,20233700,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-03-07
,,20233800,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-03-08
,,20233900,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-03-09
,,20234100,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-01
,,20234200,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-02
,,20234300,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-03
,,20234400,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-04
,,20234500,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-05
,,20234600,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-06
,,20234700,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-07
,,20234800,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-08
,,20234900,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-04-09
,,20235100,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-01
,,20235200,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-02
,,20235300,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-03
,,20235400,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-04
,,20235500,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-05
,,20235600,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-06
,,20235700,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-07
,,20235800,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-08
,,20235900,4935.0,4935.0,4935.0,4935.0,0,1061523286.0,노브랜드,145170,2024-05-23,2023-05-09
,,20224100,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-01
,,20224200,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-02
,,20224300,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-03
,,20224400,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-04
,,20224500,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-05
,,20224600,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-06
,,20224700,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-07
,,20224800,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-08
,,20224900,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-04-09
,,20225100,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-05-01
,,20225200,1784.0,1784.0,1784.0,1784.0,0,462601011.0,농업회사법인 우듬지팜,403490,2023-09-19,2022-05-02
